site_id,target,axis,ligand_id,ligand_pdbqt,out_pdbqt,log_file,affinity_kcal_mol,elapsed_s,ok,stderr,Kd_app_M,log10Kd_app,pKd_app,target_offset_log10,log10Kd_calib,Kd_calib_M,pKd_calib,log10Kd_calib_dsf,Kd_calib_M_dsf
HSA_site3,HSA,thyroid,362_DTXSID70292859,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/362_DTXSID70292859.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/362_DTXSID70292859.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/362_DTXSID70292859.log,-8.291,8.501,1,,1.4268075279629766e-06,-5.84563460795146,5.84563460795146,6.935645662752898,1.0900110548014377,12.303000872362384,-1.0900110548014377,0.09083407952010703,1.2326338204106786
HSA_site3,HSA,thyroid,363_DTXSID3059971,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/363_DTXSID3059971.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/363_DTXSID3059971.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/363_DTXSID3059971.log,-6.102,3.792,1,,4.985824860121311e-05,-4.302262981271235,4.302262981271235,6.935645662752898,2.633382681481663,429.91508245750043,-2.633382681481663,1.6342057062003326,43.07305803189833
HSA_site3,HSA,thyroid,364_DTXSID60377821,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/364_DTXSID60377821.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/364_DTXSID60377821.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/364_DTXSID60377821.log,-7.437,15.646,1,,5.708010892884289e-06,-5.243515206770596,5.243515206770596,6.935645662752898,1.6921304559823023,49.21873596705024,-1.6921304559823023,0.6929534807009716,4.931209806473841
HSA_site3,HSA,thyroid,365_DTXSID00379884,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/365_DTXSID00379884.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/365_DTXSID00379884.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/365_DTXSID00379884.log,-8.138,13.486,1,,1.829107550970753e-06,-5.737760757388611,5.737760757388611,6.935645662752898,1.1978849053642868,15.771932341403895,-1.1978849053642868,0.19870793008295617,1.5801849824229444
HSA_site3,HSA,thyroid,366_DTXSID20337446,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/366_DTXSID20337446.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/366_DTXSID20337446.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/366_DTXSID20337446.log,-11.42,40.331,1,,8.876451599846961e-09,-8.051760610638725,8.051760610638725,6.935645662752898,-1.1161149478858272,0.07653939976915607,1.1161149478858272,-2.115291923167158,0.007668458592190543
HSA_site3,HSA,thyroid,367_DTXSID3059977,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/367_DTXSID3059977.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/367_DTXSID3059977.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/367_DTXSID3059977.log,-6.911,14.976,1,,1.3407420196953576e-05,-4.872654779345378,4.872654779345378,6.935645662752898,2.0629908834075197,115.6087973650846,-2.0629908834075197,1.063813908126189,11.582809352580755
HSA_site3,HSA,thyroid,368_DTXSID20880189,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/368_DTXSID20880189.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/368_DTXSID20880189.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/368_DTXSID20880189.log,-8.209,7.389,1,,1.6299719678012816e-06,-5.787819864512548,5.787819864512548,6.935645662752898,1.1478257982403504,14.054836513524315,-1.1478257982403504,0.1486488229590197,1.4081496869459613
HSA_site3,HSA,thyroid,369_DTXSID4059966,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/369_DTXSID4059966.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/369_DTXSID4059966.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/369_DTXSID4059966.log,-5.005,3.968,1,,0.0002959276032046146,-3.5288145233140824,3.5288145233140824,6.935645662752898,3.4068311394388155,2551.708964964863,-3.4068311394388155,2.407654164157485,255.65492538706636
HSA_site3,HSA,thyroid,370_DTXSID50892417,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/370_DTXSID50892417.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/370_DTXSID50892417.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/370_DTXSID50892417.log,-6.466,4.493,1,,2.761187905851613e-05,-4.558904037512259,4.558904037512259,6.935645662752898,2.376741625240639,238.09025778654544,-2.376741625240639,1.3775646499593082,23.85418867337202
HSA_site3,HSA,thyroid,371_DTXSID60381084,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/371_DTXSID60381084.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/371_DTXSID60381084.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/371_DTXSID60381084.log,-8.912,42.98,1,,5.206243411789778e-07,-6.283475530824197,6.283475530824197,6.935645662752898,0.6521701319287008,4.489212173447585,-0.6521701319287008,-0.3470068433526299,0.4497727675872535
HSA_site3,HSA,thyroid,372_DTXSID00344572,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/372_DTXSID00344572.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/372_DTXSID00344572.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/372_DTXSID00344572.log,-10.23,23.361,1,,6.127145972919304e-08,-7.212741772927685,7.212741772927685,6.935645662752898,-0.27709611017478686,0.5283283187995201,0.27709611017478686,-1.2762730854561175,0.05293304948843389
HSA_site3,HSA,thyroid,373_DTXSID20165701,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/373_DTXSID20165701.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/373_DTXSID20165701.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/373_DTXSID20165701.log,-7.562,8.957,1,,4.659642120416716e-06,-5.331647437622595,5.331647437622595,6.935645662752898,1.6039982251303027,40.17891688182272,-1.6039982251303027,0.604821249848972,4.025513151613265
HSA_site3,HSA,thyroid,374_DTXSID3038939,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/374_DTXSID3038939.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/374_DTXSID3038939.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/374_DTXSID3038939.log,-11.72,27.933,1,,5.454086674437994e-09,-8.263277964683526,8.263277964683526,6.935645662752898,-1.3276323019306284,0.04702921157792763,1.3276323019306284,-2.326809277211959,0.004711842040784304
HSA_site3,HSA,thyroid,375_DTXSID3066215,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/375_DTXSID3066215.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/375_DTXSID3066215.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/375_DTXSID3066215.log,-7.546,14.398,1,,4.7822633470315664e-06,-5.320366512073539,5.320366512073539,6.935645662752898,1.615279150679359,41.236248742249956,-1.615279150679359,0.6161021753980283,4.131446900954705
HSA_site3,HSA,thyroid,376_DTXSID5073292,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/376_DTXSID5073292.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/376_DTXSID5073292.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/376_DTXSID5073292.log,-6.582,6.862,1,,2.2872269113444532e-05,-4.640690747742915,4.640690747742915,6.935645662752898,2.294954915009983,197.22179855425955,-2.294954915009983,1.2957779397286524,19.75959048871647
HSA_site3,HSA,thyroid,377_DTXSID50379859,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/377_DTXSID50379859.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/377_DTXSID50379859.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/377_DTXSID50379859.log,-12.05,57.906,1,,3.191926966745463e-09,-8.495947054132806,8.495947054132806,6.935645662752898,-1.560301391379908,0.027523179887095076,1.560301391379908,-2.5594783666612386,0.002757538809112186
HSA_site3,HSA,thyroid,378_DTXSID5059828,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/378_DTXSID5059828.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/378_DTXSID5059828.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/378_DTXSID5059828.log,-9.182,17.587,1,,3.3586043840207727e-07,-6.4738411494645165,6.4738411494645165,6.935645662752898,0.46180451328838146,2.8960397150077224,-0.46180451328838146,-0.5373724619929492,0.29015331584590615
HSA_site3,HSA,thyroid,379_DTXSID8044969,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/379_DTXSID8044969.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/379_DTXSID8044969.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/379_DTXSID8044969.log,-9.529,33.11,1,,1.9120699565836947e-07,-6.7184962223096685,6.7184962223096685,6.935645662752898,0.21714944044322948,1.6487296206974813,-0.21714944044322948,-0.7820275348381012,0.1651857065010801
HSA_site3,HSA,thyroid,380_DTXSID10224331,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/380_DTXSID10224331.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/380_DTXSID10224331.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/380_DTXSID10224331.log,-5.714,4.826,1,,9.36050895937178e-05,-4.028700536706626,4.028700536706626,6.935645662752898,2.9069451260462715,807.1330409738019,-2.9069451260462715,1.9077681507649409,80.86640765101309
HSA_site3,HSA,thyroid,381_DTXSID5044572,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/381_DTXSID5044572.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/381_DTXSID5044572.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/381_DTXSID5044572.log,-8.374,17.106,1,,1.2469400978305397e-06,-5.904154409237188,5.904154409237188,6.935645662752898,1.0314912535157097,10.752049460584878,-1.0314912535157097,0.032314278234379046,1.0772444821667684
HSA_site3,HSA,thyroid,382_DTXSID30382104,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/382_DTXSID30382104.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/382_DTXSID30382104.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/382_DTXSID30382104.log,-9.388,27.199,1,,2.403902970351605e-07,-6.619083065908613,6.619083065908613,6.935645662752898,0.31656259684428534,2.0728248037445005,-0.31656259684428534,-0.6826143784370453,0.20767567062612008
HSA_site3,HSA,thyroid,383_DTXSID3059927,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/383_DTXSID3059927.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/383_DTXSID3059927.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/383_DTXSID3059927.log,-6.168,9.066,1,,4.479228325247506e-05,-4.348796799161091,4.348796799161091,6.935645662752898,2.5868488635918068,386.23254302356276,-2.5868488635918068,1.5876718883104761,38.69651802947893
HSA_site3,HSA,thyroid,384_DTXSID3059921,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/384_DTXSID3059921.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/384_DTXSID3059921.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/384_DTXSID3059921.log,-8.439,84.597,1,,1.1220619380322417e-06,-5.949983169280228,5.949983169280228,6.935645662752898,0.9856624934726703,9.675256635465066,-0.9856624934726703,-0.013514481808660328,0.9693609448421564
HSA_site3,HSA,thyroid,385_DTXSID5046516,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/385_DTXSID5046516.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/385_DTXSID5046516.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/385_DTXSID5046516.log,-5.326,4.163,1,,0.00017573647377647282,-3.755138092142018,3.755138092142018,6.935645662752898,3.18050757061088,1515.3312186855364,-3.18050757061088,2.181330595329549,151.82056220705311
HSA_site3,HSA,thyroid,386_DTXSID3059923,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/386_DTXSID3059923.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/386_DTXSID3059923.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/386_DTXSID3059923.log,-8.799,18.682,1,,6.254549095114471e-07,-6.203803994133988,6.203803994133988,6.935645662752898,0.7318416686189098,5.393139681796197,-0.7318416686189098,-0.2673353066624209,0.54033698273683
HSA_site3,HSA,thyroid,387_DTXSID7040150,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/387_DTXSID7040150.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/387_DTXSID7040150.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/387_DTXSID7040150.log,-9.194,16.257,1,,3.2938070621736297e-07,-6.482301843626309,6.482301843626309,6.935645662752898,0.45334381912658905,2.8401666212940735,-0.45334381912658905,-0.5458331561547416,0.2845554080121246
HSA_site3,HSA,thyroid,388_DTXSID90880131,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/388_DTXSID90880131.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/388_DTXSID90880131.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/388_DTXSID90880131.log,-8.167,15.079,1,,1.7449884834482681e-06,-5.758207434946275,5.758207434946275,6.935645662752898,1.1774382278066229,15.046594872383826,-1.1774382278066229,0.17826125252529224,1.507513647616029
HSA_site3,HSA,thyroid,389_DTXSID50620171,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/389_DTXSID50620171.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/389_DTXSID50620171.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/389_DTXSID50620171.log,-9.216,13.123,1,,3.1782414236862986e-07,-6.49781311625626,6.49781311625626,6.935645662752898,0.4378325464966384,2.7405172906548785,-0.4378325464966384,-0.5613444287846923,0.2745715726534612
HSA_site3,HSA,thyroid,390_DTXSID5075230,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/390_DTXSID5075230.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/390_DTXSID5075230.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/390_DTXSID5075230.log,-8.433,6.699,1,,1.1330450499895831e-06,-5.945752822199331,5.945752822199331,6.935645662752898,0.9898928405535665,9.769961235310669,-0.9898928405535665,-0.009284134727764126,0.9788493691647447
HSA_site3,HSA,thyroid,391_DTXSID90382620,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/391_DTXSID90382620.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/391_DTXSID90382620.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/391_DTXSID90382620.log,-10.81,25.212,1,,2.3895970635734098e-08,-7.621675324080965,7.621675324080965,6.935645662752898,-0.6860296613280674,0.20604891817266263,0.6860296613280674,-1.685206636609398,0.020643976850331428
HSA_site3,HSA,thyroid,392_DTXSID90623282,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/392_DTXSID90623282.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/392_DTXSID90623282.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/392_DTXSID90623282.log,-5.65,5.662,1,,0.00010385398497771678,-3.983576834510403,3.983576834510403,6.935645662752898,2.952068828242495,895.5066767858506,-2.952068828242495,1.9528918529611645,89.7205346615455
HSA_site3,HSA,thyroid,393_DTXSID90870315,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/393_DTXSID90870315.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/393_DTXSID90870315.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/393_DTXSID90870315.log,-8.039,24.062,1,,2.148028154618382e-06,-5.667960030553828,5.667960030553828,6.935645662752898,1.2676856321990702,18.52190414067863,-1.2676856321990702,0.2685086569177395,1.8557037993464094
HSA_site3,HSA,thyroid,394_DTXSID70348047,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/394_DTXSID70348047.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/394_DTXSID70348047.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/394_DTXSID70348047.log,-7.161,5.939,1,,8.934716132248509e-06,-5.048919241049379,5.048919241049379,6.935645662752898,1.8867264217035187,77.04180011322167,-1.8867264217035187,0.887549446422188,7.718793925976657
HSA_site3,HSA,thyroid,395_DTXSID5075236,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/395_DTXSID5075236.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/395_DTXSID5075236.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/395_DTXSID5075236.log,-7.425,11.678,1,,5.820301568067049e-06,-5.235054512608803,5.235054512608803,6.935645662752898,1.7005911501440947,50.18699009219073,-1.7005911501440947,0.701414174862764,5.02821888529797
HSA_site3,HSA,thyroid,396_DTXSID00578936,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/396_DTXSID00578936.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/396_DTXSID00578936.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/396_DTXSID00578936.log,-10.22,12.046,1,,6.227429297832747e-08,-7.205691194459525,7.205691194459525,6.935645662752898,-0.2700455317066268,0.5369754965702667,0.2700455317066268,-1.2692225069879575,0.0537994075324514
HSA_site3,HSA,thyroid,397_DTXSID0059879,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/397_DTXSID0059879.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/397_DTXSID0059879.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/397_DTXSID0059879.log,-6.383,6.698,1,,3.1594811146451896e-05,-4.50038423622653,4.50038423622653,6.935645662752898,2.4352614265263677,272.4340750093163,-2.4352614265263677,1.436084451245037,27.29508500996322
HSA_site3,HSA,thyroid,398_DTXSID70165670,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/398_DTXSID70165670.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/398_DTXSID70165670.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/398_DTXSID70165670.log,-8.783,13.941,1,,6.419141238061524e-07,-6.192523068584932,6.192523068584932,6.935645662752898,0.743122594167966,5.5350633287195246,-0.743122594167966,-0.25605438111336465,0.5545562686597225
HSA_site3,HSA,thyroid,399_DTXSID70381090,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/399_DTXSID70381090.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/399_DTXSID70381090.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/399_DTXSID70381090.log,-6.768,18.258,1,,1.6910968973788403e-05,-4.771831507250691,4.771831507250691,6.935645662752898,2.163814155502207,145.81901339842855,-2.163814155502207,1.1646371802208764,14.609561475167768
HSA_site3,HSA,thyroid,400_DTXSID50880415,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/400_DTXSID50880415.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/400_DTXSID50880415.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/400_DTXSID50880415.log,-9.183,29.651,1,,3.353156262219301e-07,-6.474546207311332,6.474546207311332,6.935645662752898,0.46109945544156616,2.891341937209205,-0.46109945544156616,-0.5380775198397645,0.2896826469533894
HSA_site3,HSA,thyroid,401_DTXSID0060985,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/401_DTXSID0060985.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/401_DTXSID0060985.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/401_DTXSID0060985.log,-7.866,6.434,1,,2.844559202346383e-06,-5.545985023054659,5.545985023054659,6.935645662752898,1.3896606396982394,24.527915407005153,-1.3896606396982394,0.39048366441690874,2.4574441949983608
HSA_site3,HSA,thyroid,402_DTXSID2059930,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/ligands_3d/pdbqt/anionic/402_DTXSID2059930.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/402_DTXSID2059930.pdbqt,/home/jida/下载/wyx/From_binding_scores_to_physiological_burden_20260211/data_processed/docking_scores/anionic/HSA_site3/402_DTXSID2059930.log,-5.631,3.177,1,,0.0001071073475945882,-3.970180735420899,3.970180735420899,6.935645662752898,2.965464927331999,923.5596007640582,-2.965464927331999,1.9662879520506684,92.53114836593262
